顔面,前額,5
顔面,眉間,6
顔面,尾毛(部),7
顔面,眼(周囲)部,8
顔面,眼窩,9
顔面,眼瞼,10
顔面,上眼瞼,11
顔面,下眼瞼,12
顔面,内眼角,13
顔面,外眼角,14
顔面,睫毛,15
顔面,眼球,16
顔面,角膜,17
顔面,球結膜,18
顔面,鼻(部),19
顔面,口唇,20
顔面,上口唇,21
顔面,下口唇,22
顔面,口角,23
顔面,頬部,24
顔面,上顎,25
顔面,下顎,26
顔面,オトガイ,27
顔面,耳(介),28
顔面,耳垂,29
顔面,外耳道,30
